species,cc,endemic,endemic_prob
Leptospermum incanum,AU,def_endemic,def_endemic
Leptospermum inelegans,AU,def_endemic,def_endemic
Leptospermum javanicum,AU_ID,probable non-endemic--ID dist,probable non-endemic
Leptospermum jingera,AU,def_endemic,def_endemic
Leptospermum juniperinum,AU,def_endemic,def_endemic
Leptospermum laevigatum,AU_NZ_US_ZA,possible non-endemic--NZ dist,probable non-endemic
Leptospermum lamellatum,AU,def_endemic,def_endemic
Leptospermum lanigerum,AU_GB,likely_endemic,likely_endemic
Leptospermum liversidgei,AU,def_endemic,def_endemic
Leptospermum luehmannii,AU,def_endemic,def_endemic
Leptospermum macgillivrayi,AU,def_endemic,def_endemic
Leptospermum macrocarpum,AU,def_endemic,def_endemic
Leptospermum madidum,AU_SG,possible non-endemic--SG dist,probable non-endemic
Leptospermum maxwellii,AU,def_endemic,def_endemic
Leptospermum microcarpum,AU,def_endemic,def_endemic
Leptospermum micromyrtus,AU,def_endemic,def_endemic
Leptospermum minutifolium,AU,def_endemic,def_endemic
Leptospermum morrisonii,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Leptospermum multicaule,AU,def_endemic,def_endemic
Leptospermum myrsinoides,AU,def_endemic,def_endemic
Leptospermum myrtifolium,AU,def_endemic,def_endemic
Leptospermum namadgiensis,AU,def_endemic,def_endemic
Leptospermum neglectum,AU,def_endemic,def_endemic
Leptospermum nitens,AU,def_endemic,def_endemic
Leptospermum nitidum,AU,def_endemic,def_endemic
Leptospermum novae-angliae,AU,def_endemic,def_endemic
Leptospermum obovatum,AU,def_endemic,def_endemic
Leptospermum oligandrum,AU,def_endemic,def_endemic
Leptospermum oreophilum,AU,def_endemic,def_endemic
Leptospermum pallidum,AU,def_endemic,def_endemic
Leptospermum parvifolium,AU,def_endemic,def_endemic
Leptospermum petersonii,AU,def_endemic,def_endemic
Leptospermum petraeum,AU,def_endemic,def_endemic
Leptospermum polyanthum,AU,def_endemic,def_endemic
Leptospermum polygalifolium,AU_ID_MY_NZ_PH_TH_US,probable non-endemic--ID dist,probable non-endemic
Leptospermum purpurascens,AU,def_endemic,def_endemic
Leptospermum riparium,AU,def_endemic,def_endemic
Leptospermum roei,AU,def_endemic,def_endemic
Leptospermum rotundifolium,AU,def_endemic,def_endemic
Leptospermum rupestre,AU,def_endemic,def_endemic
Leptospermum rupicola,AU,def_endemic,def_endemic
Leptospermum scoparium,AU_BR_ES_GB_NZ_PT_US_ZA,possible non-endemic--NZ dist,probable non-endemic
Leptospermum sejunctum,AU,def_endemic,def_endemic
Leptospermum semibaccatum,AU,def_endemic,def_endemic
Leptospermum sericatum,AU,def_endemic,def_endemic
Leptospermum sericeum,AU,def_endemic,def_endemic
Leptospermum speciosum,AU,def_endemic,def_endemic
Leptospermum spectabile,AU,def_endemic,def_endemic
Leptospermum sphaerocarpum,AU,def_endemic,def_endemic
Leptospermum spinescens,AU,def_endemic,def_endemic
Leptospermum squarrosum,AU,def_endemic,def_endemic
Leptospermum subglabratum,AU,def_endemic,def_endemic
Leptospermum subtenue,AU,def_endemic,def_endemic
Leptospermum thompsonii,AU,def_endemic,def_endemic
Leptospermum trinervium,AU,def_endemic,def_endemic
Leptospermum turbinatum,AU,def_endemic,def_endemic
Leptospermum variabile,AU,def_endemic,def_endemic
Leptospermum venustum,AU,def_endemic,def_endemic
Leptospermum whitei,AU,def_endemic,def_endemic
Leptospermum wooroonooran,AU,def_endemic,def_endemic
Leptospron adenanthum,AU_BJ_BR_CD_CM_CO_CR_CU_FM_GA_ID_MX_PF_PG_US,probable non-endemic--PG dist,probable non-endemic
Leptostigma breviflorum,AU,def_endemic,def_endemic
Leptostigma reptans,AU,def_endemic,def_endemic
Lepturus copeanus,AU,def_endemic,def_endemic
Lepturus geminatus,AU,def_endemic,def_endemic
Lepturus minutus,AU,def_endemic,def_endemic
Lepturus repens,AU_CK_FJ_ID_JP_KE_KI_MG_MP_MV_MY_NC_PF_PG_PH_PN_PW_RE_SC_TF_TL_TO_TW_TZ_VU_WS,probable non-endemic--PG dist,probable non-endemic
Lepturus xerophilus,AU,def_endemic,def_endemic
Lepyrodia anarthria,AU,def_endemic,def_endemic
Lepyrodia cryptica,AU,def_endemic,def_endemic
Lepyrodia curvescens,AU,def_endemic,def_endemic
Lepyrodia drummondiana,AU,def_endemic,def_endemic
Lepyrodia extensa,AU,def_endemic,def_endemic
Lepyrodia flexuosa,AU,def_endemic,def_endemic
Lepyrodia fortunata,AU,def_endemic,def_endemic
Lepyrodia glauca,AU,def_endemic,def_endemic
Lepyrodia heleocharoides,AU,def_endemic,def_endemic
Lepyrodia hermaphrodita,AU,def_endemic,def_endemic
Lepyrodia imitans,AU,def_endemic,def_endemic
Lepyrodia leptocaulis,AU,def_endemic,def_endemic
Lepyrodia macra,AU,def_endemic,def_endemic
Lepyrodia monoica,AU,def_endemic,def_endemic
Lepyrodia muelleri,AU,def_endemic,def_endemic
Lepyrodia muirii,AU,def_endemic,def_endemic
Lepyrodia oligocolea,AU,def_endemic,def_endemic
Lepyrodia porterae,AU,def_endemic,def_endemic
Lepyrodia riparia,AU,def_endemic,def_endemic
Lepyrodia scariosa,AU,def_endemic,def_endemic
Lepyrodia valliculae,AU,def_endemic,def_endemic
Lepyrodia verruculosa,AU,def_endemic,def_endemic
Lespedeza juncea,AF_AU_CN_ID_JP_KP_KR_MN_PK_RU_US,probable non-endemic--ID dist,probable non-endemic
Lethedon setosa,AU,def_endemic,def_endemic
Leucas decemdentata,AU_CN_ID_JP_NP_PF_PG_PH_TH_TL,probable non-endemic--PG dist,probable non-endemic
Leucochrysum albicans,AU,def_endemic,def_endemic
Leucochrysum alpinum,AU,def_endemic,def_endemic
Leucochrysum graminifolium,AU,def_endemic,def_endemic
Leucochrysum molle,AU,def_endemic,def_endemic
Leucochrysum stipitatum,AU,def_endemic,def_endemic
Leucopogon acicularis,AU,def_endemic,def_endemic
Leucopogon acuminatus,AU,def_endemic,def_endemic
Leucopogon alternifolius,AU,def_endemic,def_endemic
Leucopogon altissimus,AU,def_endemic,def_endemic
Leucopogon amplectens,AU,def_endemic,def_endemic
Leucopogon amplexicaulis,AU,def_endemic,def_endemic
Leucopogon apiculatus,AU,def_endemic,def_endemic
Leucopogon assimilis,AU,def_endemic,def_endemic
Leucopogon atherolepis,AU,def_endemic,def_endemic
Leucopogon audax,AU,def_endemic,def_endemic
Leucopogon australis,AU,def_endemic,def_endemic
Leucopogon blepharolepis,AU,def_endemic,def_endemic
Leucopogon borealis,AU,def_endemic,def_endemic
Leucopogon bossiaea,AU,def_endemic,def_endemic
Leucopogon bracteolaris,AU,def_endemic,def_endemic
Leucopogon canaliculatus,AU,def_endemic,def_endemic
Leucopogon capitellatus,AU,def_endemic,def_endemic
Leucopogon carinatus,AU,def_endemic,def_endemic
Leucopogon cinereus,AU,def_endemic,def_endemic
Leucopogon cochlearifolius,AU,def_endemic,def_endemic
Leucopogon collinus,AU,def_endemic,def_endemic
Leucopogon compactus,AU,def_endemic,def_endemic
Leucopogon concurvus,AU,def_endemic,def_endemic
Leucopogon cordatus,AU,def_endemic,def_endemic
Leucopogon corymbiformis,AU,def_endemic,def_endemic
Leucopogon costatus,AU,def_endemic,def_endemic
Leucopogon cryptanthus,AU,def_endemic,def_endemic
Leucopogon cucullatus,AU,def_endemic,def_endemic
Leucopogon darlingensis,AU,def_endemic,def_endemic
Leucopogon decrescens,AU,def_endemic,def_endemic
Leucopogon denticulatus,AU,def_endemic,def_endemic
Leucopogon distans,AU,def_endemic,def_endemic
Leucopogon diversifolius,AU,def_endemic,def_endemic
Leucopogon elatior,AU,def_endemic,def_endemic
Leucopogon elegans,AU,def_endemic,def_endemic
Leucopogon extremus,AU,def_endemic,def_endemic
Leucopogon fimbriatus,AU,def_endemic,def_endemic
Leucopogon florulentus,AU,def_endemic,def_endemic
Leucopogon foliosus,AU,def_endemic,def_endemic
Leucopogon gelidus,AU,def_endemic,def_endemic
Leucopogon gibbosus,AU,def_endemic,def_endemic
Leucopogon gilbertii,AU,def_endemic,def_endemic
Leucopogon glabellus,AU,def_endemic,def_endemic
Leucopogon glacialis,AU,def_endemic,def_endemic
Leucopogon gnaphalioides,AU,def_endemic,def_endemic
Leucopogon gracilis,AU,def_endemic,def_endemic
Leucopogon gracillimus,AU,def_endemic,def_endemic
Leucopogon grammatus,AU,def_endemic,def_endemic
Leucopogon hirsutus,AU,def_endemic,def_endemic
Leucopogon incisus,AU,def_endemic,def_endemic
Leucopogon inflexus,AU,def_endemic,def_endemic
Leucopogon infuscatus,AU,def_endemic,def_endemic
Leucopogon interruptus,AU,def_endemic,def_endemic
Leucopogon interstans,AU,def_endemic,def_endemic
Leucopogon juniperinus,AU,def_endemic,def_endemic
Leucopogon lanceolatus,AU,def_endemic,def_endemic
Leucopogon lasiophyllus,AU,def_endemic,def_endemic
Leucopogon lasiostachys,AU,def_endemic,def_endemic
Leucopogon lloydiorum,AU,def_endemic,def_endemic
Leucopogon maritimus,AU,def_endemic,def_endemic
Leucopogon microcarpus,AU,def_endemic,def_endemic
Leucopogon microphyllus,AU,def_endemic,def_endemic
Leucopogon mollis,AU,def_endemic,def_endemic
Leucopogon navicularis,AU,def_endemic,def_endemic
Leucopogon neoanglicus,AU,def_endemic,def_endemic
Leucopogon neurophyllus,AU,def_endemic,def_endemic
Leucopogon newbeyi,AU,def_endemic,def_endemic
Leucopogon nitidus,AU,def_endemic,def_endemic
Leucopogon obovatus,AU,def_endemic,def_endemic
Leucopogon obtusatus,AU,def_endemic,def_endemic
Leucopogon oldfieldii,AU,def_endemic,def_endemic
Leucopogon oliganthus,AU,def_endemic,def_endemic
Leucopogon opponens,AU,def_endemic,def_endemic
Leucopogon oppositifolius,AU,def_endemic,def_endemic
Leucopogon ozothamnoides,AU,def_endemic,def_endemic
Leucopogon paradoxus,AU,def_endemic,def_endemic
Leucopogon phyllostachys,AU,def_endemic,def_endemic
Leucopogon piliferus,AU,def_endemic,def_endemic
Leucopogon plumuliflorus,AU,def_endemic,def_endemic
Leucopogon polymorphus,AU,def_endemic,def_endemic
Leucopogon polystachyus,AU,def_endemic,def_endemic
Leucopogon prolatus,AU,def_endemic,def_endemic
Leucopogon psammophilus,AU,def_endemic,def_endemic
Leucopogon reflexus,AU,def_endemic,def_endemic
Leucopogon remotus,AU,def_endemic,def_endemic
Leucopogon rodwayi,AU,def_endemic,def_endemic
Leucopogon rubricaulis,AU,def_endemic,def_endemic
Leucopogon rugulosus,AU,def_endemic,def_endemic
Leucopogon simulans,AU,def_endemic,def_endemic
Leucopogon spectabilis,AU,def_endemic,def_endemic
Leucopogon sprengelioides,AU,def_endemic,def_endemic
Leucopogon squarrosus,AU,def_endemic,def_endemic
Leucopogon stenophyllus,AU,def_endemic,def_endemic
Leucopogon stokesii,AU,def_endemic,def_endemic
Leucopogon striatus,AU,def_endemic,def_endemic
Leucopogon subsejunctus,AU,def_endemic,def_endemic
Leucopogon tamariscinus,AU,def_endemic,def_endemic
Leucopogon tenuicaulis,AU,def_endemic,def_endemic
Leucopogon tenuis,AU,def_endemic,def_endemic
Leucopogon tetragonus,AU,def_endemic,def_endemic
Leucopogon thymifolius,AU,def_endemic,def_endemic
Leucopogon unilateralis,AU,def_endemic,def_endemic
Leucopogon validus,AU,def_endemic,def_endemic
Leucopogon verticillatus,AU,def_endemic,def_endemic
Leucopogon virgatus,AU,def_endemic,def_endemic
Leucopogon wheelerae,AU,def_endemic,def_endemic
Levenhookia chippendalei,AU,def_endemic,def_endemic
Levenhookia dubia,AU,def_endemic,def_endemic
Levenhookia leptantha,AU,def_endemic,def_endemic
Levenhookia murfetii,AU,def_endemic,def_endemic
Levenhookia octomaculata,AU,def_endemic,def_endemic
Levenhookia pauciflora,AU,def_endemic,def_endemic
Levenhookia preissii,AU,def_endemic,def_endemic
Levenhookia pulcherrima,AU,def_endemic,def_endemic
Levenhookia pusilla,AU,def_endemic,def_endemic
Levenhookia sonderi,AU,def_endemic,def_endemic
Levenhookia stipitata,AU,def_endemic,def_endemic
Levieria acuminata,AU_PG,probable non-endemic--PG dist,probable non-endemic
Libertia paniculata,AU,def_endemic,def_endemic
Libertia pulchella,AU_ID_NZ_PG,probable non-endemic--PG dist,probable non-endemic
Licuala ramsayi,AU_PG,probable non-endemic--PG dist,probable non-endemic
Ligustrum australianum,AU,def_endemic,def_endemic
Ligustrum glomeratum,ID_MY_PG_PH_TL,probable non-endemic--PG dist,probable non-endemic
Lilaeopsis brisbanica,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Lilaeopsis polyantha,AU,def_endemic,def_endemic
Limnophila aromatica,AU_ID_JP_KR_PG_PH_PW_TW,probable non-endemic--PG dist,probable non-endemic
Limnophila australis,AU,def_endemic,def_endemic
Limnophila brownii,AU_PG,probable non-endemic--PG dist,probable non-endemic
Limnophila chinensis,AU_CN_ID_LA_MY_TH_TW,probable non-endemic--ID dist,probable non-endemic
Limnophila fragrans,AU_JP_PF_PG_SB_WS,probable non-endemic--PG dist,probable non-endemic
Limonium australe,AU,def_endemic,def_endemic
Limonium solanderi,AU,def_endemic,def_endemic
Limosella australis,AR_AU_BO_CA_CL_CO_EC_GB_MG_NZ_PE_TF_US,possible non-endemic--NZ dist,probable non-endemic
Limosella curdieana,AU,def_endemic,def_endemic
Limosella granitica,AU,def_endemic,def_endemic
Lindera queenslandica,AU,def_endemic,def_endemic
Lindernia acrandra,AU,def_endemic,def_endemic
Lindernia alsinoides,AU,def_endemic,def_endemic
Lindernia barkeri,AU,def_endemic,def_endemic
Lindernia beasleyi,AU,def_endemic,def_endemic
Lindernia brennanii,AU,def_endemic,def_endemic
Lindernia calliandra,AU,def_endemic,def_endemic
Lindernia cyanoplectra,AU,def_endemic,def_endemic
Lindernia dunlopii,AU,def_endemic,def_endemic
Lindernia enypniastina,AU,def_endemic,def_endemic
Lindernia grossidentata,AU,def_endemic,def_endemic
Lindernia hyssopoides,AU_CN,possible non-endemic--CN dist,probable non-endemic
Lindernia leucochroa,AU,def_endemic,def_endemic
Lindernia lucrusmiana,AU,def_endemic,def_endemic
Lindernia mitrasacmoides,AU,def_endemic,def_endemic
Lindernia murfetiana,AU,def_endemic,def_endemic
Lindernia petrensis,AU,def_endemic,def_endemic
Lindernia porphyrodinea,AU,def_endemic,def_endemic
Lindernia prolata,AU,def_endemic,def_endemic
Lindernia pronanthera,AU,def_endemic,def_endemic
Lindernia pubescens,AU,def_endemic,def_endemic
Lindernia pustulosa,AU,def_endemic,def_endemic
Lindernia robyniae,AU,def_endemic,def_endemic
Lindernia scopularis,AU,def_endemic,def_endemic
Lindernia scutella,AU,def_endemic,def_endemic
Lindernia stantonii,AU,def_endemic,def_endemic
Lindernia thyridostoma,AU,def_endemic,def_endemic
Lindernia tiwiensis,AU,def_endemic,def_endemic
Lindernia venustula,AU,def_endemic,def_endemic
Lindsaea brachypoda,AU_PG,probable non-endemic--PG dist,probable non-endemic
Lindsaea cultrata,FM_PH_PW,possible non-endemic--PH dist,probable non-endemic
Lindsaea dimorpha,AU,def_endemic,def_endemic
Lindsaea ensifolia,AU_BN_CN_FJ_GH_HK_ID_JP_KH_MG_MU_MY_NC_PG_PW_RE_SB_SG_TH_TW_US_VN_WS_ZA,probable non-endemic--PG dist,probable non-endemic
Lindsaea fraseri,AU_SB,possible non-endemic--SB dist,probable non-endemic
Lindsaea incisa,AU,def_endemic,def_endemic
Lindsaea linearis,AU_NC_NZ,probable non-endemic--NC dist,probable non-endemic
Lindsaea media,AU_PG,probable non-endemic--PG dist,probable non-endemic
Lindsaea microphylla,AU,def_endemic,def_endemic
Lindsaea obtusa,AU_FM_ID_MY_PG_PH_PW_SB_TW,probable non-endemic--PG dist,probable non-endemic
Lindsaea orbiculata,CN_HK_JP_MY_PH_TH_TW_VN,possible non-endemic--TH dist,probable non-endemic
Lindsaea pulchella,ID_PG_PH_SB,probable non-endemic--PG dist,probable non-endemic
Lindsaea repens,AU_FJ_FM_ID_MY_NC_PF_PG_PH_PW_SB_US_VN_VU,probable non-endemic--PG dist,probable non-endemic
Lindsaea terrae-reginae,AU,def_endemic,def_endemic
Lindsaea trichomanoides,AU_BR_JM_NZ_PY,possible non-endemic--NZ dist,probable non-endemic
Lindsaea walkerae,AU_MY,possible non-endemic--MY dist,probable non-endemic
Lindsayomyrtus racemoides,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Linealia flocktoniae,AU,def_endemic,def_endemic
Linospadix apetiolatus,AU,def_endemic,def_endemic
Linospadix microcaryus,AU,def_endemic,def_endemic
Linospadix minor,AU,def_endemic,def_endemic
Linospadix monostachyos,AU,def_endemic,def_endemic
Linospadix palmerianus,AU,def_endemic,def_endemic
Linum marginale,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Liparis angustilabris,AU,def_endemic,def_endemic
Liparis bracteata,AU,def_endemic,def_endemic
Liparis coelogynoides,AU,def_endemic,def_endemic
Liparis collinsii,AU,def_endemic,def_endemic
Liparis fleckeri,AU,def_endemic,def_endemic
Liparis habenarina,AU,def_endemic,def_endemic
Liparis nugentiae,AU,def_endemic,def_endemic
Liparis petricola,,,NA
Liparis reflexa,AU,def_endemic,def_endemic
Liparis simmondsii,AU,def_endemic,def_endemic
Liparis swenssonii,AU,def_endemic,def_endemic
Liparophyllum capitatum,AU,def_endemic,def_endemic
Liparophyllum congestiflorum,AU,def_endemic,def_endemic
Liparophyllum exaltatum,AU,def_endemic,def_endemic
Liparophyllum exiguum,AU,def_endemic,def_endemic
Liparophyllum gunnii,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Liparophyllum lasiospermum,AU,def_endemic,def_endemic
Liparophyllum latifolium,AU,def_endemic,def_endemic
Liparophyllum violifolium,AU,def_endemic,def_endemic
Lissanthe brevistyla,AU,def_endemic,def_endemic
Lissanthe pleurandroides,AU,def_endemic,def_endemic
Lissanthe pluriloculata,AU,def_endemic,def_endemic
Lissanthe powelliae,AU,def_endemic,def_endemic
Lissanthe rubicunda,AU,def_endemic,def_endemic
Lissanthe sapida,AU,def_endemic,def_endemic
Lissanthe scabra,AU,def_endemic,def_endemic
Lissanthe strigosa,AU,def_endemic,def_endemic
Lissanthe synandra,AU,def_endemic,def_endemic
Lithomyrtus cordata,AU,def_endemic,def_endemic
Lithomyrtus densifolia,AU,def_endemic,def_endemic
Lithomyrtus dunlopii,AU,def_endemic,def_endemic
Lithomyrtus grandifolia,AU,def_endemic,def_endemic
Lithomyrtus hypoleuca,AU,def_endemic,def_endemic
Lithomyrtus kakaduensis,AU,def_endemic,def_endemic
Lithomyrtus linariifolia,AU,def_endemic,def_endemic
Lithomyrtus microphylla,AU,def_endemic,def_endemic
Lithomyrtus obtusa,AU,def_endemic,def_endemic
Lithomyrtus repens,AU,def_endemic,def_endemic
Lithomyrtus retusa,AU,def_endemic,def_endemic
Lithotoma anethifolia,AU,def_endemic,def_endemic
Lithotoma axillaris,AU_BE_NL_SE,possible endemic--strange dist,likely_endemic
Lithotoma petraea,AU,def_endemic,def_endemic
Litsea australis,AU,def_endemic,def_endemic
Litsea bennettii,AU,def_endemic,def_endemic
Litsea bindoniana,AU_PG,probable non-endemic--PG dist,probable non-endemic
Litsea breviumbellata,AU_ID_MY_PG,probable non-endemic--PG dist,probable non-endemic
Litsea connorsii,AU,def_endemic,def_endemic
Litsea fawcettiana,AU,def_endemic,def_endemic
Litsea glutinosa,AU_CN_HK_ID_IN_KH_LA_LK_MG_MM_MU_MY_NC_PG_PH_RE_TH_TL_TW_VN_YT_ZA,probable non-endemic--PG dist,probable non-endemic
Litsea granitica,AU,def_endemic,def_endemic
Litsea leefeana,AU,def_endemic,def_endemic
Litsea reticulata,AU,def_endemic,def_endemic
Livistona alfredii,AU,def_endemic,def_endemic
Livistona australis,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Livistona benthamii,AU_PG,probable non-endemic--PG dist,probable non-endemic
Livistona concinna,AU,def_endemic,def_endemic
Livistona decora,AU_US,likely_endemic,likely_endemic
Livistona drudei,AU,def_endemic,def_endemic
Livistona eastonii,AU,def_endemic,def_endemic
Livistona fulva,AU,def_endemic,def_endemic
Livistona humilis,AU,def_endemic,def_endemic
Livistona inermis,AU,def_endemic,def_endemic
Livistona lanuginosa,AU,def_endemic,def_endemic
Livistona mariae,AU,def_endemic,def_endemic
Livistona muelleri,AU_PG,probable non-endemic--PG dist,probable non-endemic
Livistona nasmophila,AU,def_endemic,def_endemic
Livistona nitida,AU,def_endemic,def_endemic
Livistona victoriae,AU,def_endemic,def_endemic
Lobelia anceps,AU_BR_CL_ET_KE_MG_NZ_ZA,possible non-endemic--NZ dist,probable non-endemic
Lobelia andrewsii,AU,def_endemic,def_endemic
Lobelia archeri,AU,def_endemic,def_endemic
Lobelia arnhemiaca,AU,def_endemic,def_endemic
Lobelia beaugleholei,AU,def_endemic,def_endemic
Lobelia claviflora,AU,def_endemic,def_endemic
Lobelia cleistogamoides,AU,def_endemic,def_endemic
Lobelia concolor,AU,def_endemic,def_endemic
Lobelia darlingensis,AU,def_endemic,def_endemic
Lobelia dentata,AU,def_endemic,def_endemic
Lobelia dioica,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Lobelia fissiflora,AU,def_endemic,def_endemic
Lobelia gelida,AU,def_endemic,def_endemic
Lobelia gibbosa,AU,def_endemic,def_endemic
Lobelia heterophylla,AU,def_endemic,def_endemic
Lobelia irrigua,AU,def_endemic,def_endemic
Lobelia leucotos,AU,def_endemic,def_endemic
Lobelia membranacea,AU,def_endemic,def_endemic
Lobelia pedunculata,AU_BE_CA_DE_GB_NL_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Lobelia pratioides,AU,def_endemic,def_endemic
Lobelia purpurascens,AU,def_endemic,def_endemic
Lobelia quadrangularis,AU,def_endemic,def_endemic
Lobelia rarifolia,AU,def_endemic,def_endemic
Lobelia rhombifolia,AU,def_endemic,def_endemic
Lobelia rhytidosperma,AU,def_endemic,def_endemic
Lobelia simplicicaulis,AU,def_endemic,def_endemic
Lobelia simulans,AU,def_endemic,def_endemic
Lobelia stenophylla,AU,def_endemic,def_endemic
Lobelia surrepens,AU,def_endemic,def_endemic
Lobelia tenuior,AU,def_endemic,def_endemic
Lobelia trigonocaulis,AU,def_endemic,def_endemic
Lobelia winfridae,AU,def_endemic,def_endemic
Loeseneriella barbata,AU,def_endemic,def_endemic
Logania albiflora,AU,def_endemic,def_endemic
Logania archeri,AU,def_endemic,def_endemic
Logania buxifolia,AU,def_endemic,def_endemic
Logania cordifolia,AU,def_endemic,def_endemic
Logania crassifolia,AU,def_endemic,def_endemic
Logania diffusa,AU,def_endemic,def_endemic
Logania fasciculata,AU,def_endemic,def_endemic
Logania granitica,AU,def_endemic,def_endemic
Logania insularis,AU,def_endemic,def_endemic
Logania linifolia,AU,def_endemic,def_endemic
Logania litoralis,AU,def_endemic,def_endemic
Logania micrantha,AU,def_endemic,def_endemic
Logania minor,AU,def_endemic,def_endemic
Logania nanophylla,AU,def_endemic,def_endemic
Logania ovata,AU,def_endemic,def_endemic
Logania perryana,AU,def_endemic,def_endemic
Logania recurva,AU,def_endemic,def_endemic
Logania saxatilis,AU,def_endemic,def_endemic
Logania scabrella,AU,def_endemic,def_endemic
Logania stenophylla,AU,def_endemic,def_endemic
Logania sylvicola,AU,def_endemic,def_endemic
Logania vaginalis,AU,def_endemic,def_endemic
Lomandra acicularis,AU,def_endemic,def_endemic
Lomandra banksii,AU_ID,probable non-endemic--ID dist,probable non-endemic
Lomandra bracteata,AU,def_endemic,def_endemic
Lomandra brevis,AU,def_endemic,def_endemic
Lomandra brittanii,AU,def_endemic,def_endemic
Lomandra caespitosa,AU,def_endemic,def_endemic
Lomandra collina,AU,def_endemic,def_endemic
Lomandra confertifolia,AU,def_endemic,def_endemic
Lomandra cylindrica,AU,def_endemic,def_endemic
Lomandra densiflora,AU,def_endemic,def_endemic
Lomandra drummondii,AU,def_endemic,def_endemic
Lomandra effusa,AU,def_endemic,def_endemic
Lomandra elongata,AU,def_endemic,def_endemic
Lomandra fibrata,AU,def_endemic,def_endemic
Lomandra filiformis,AU,def_endemic,def_endemic
Lomandra fluviatilis,AU,def_endemic,def_endemic
Lomandra glauca,AU,def_endemic,def_endemic
Lomandra gracilis,AU,def_endemic,def_endemic
Lomandra hastilis,AU,def_endemic,def_endemic
Lomandra hermaphrodita,AU,def_endemic,def_endemic
Lomandra hystrix,AU,def_endemic,def_endemic
Lomandra integra,AU,def_endemic,def_endemic
Lomandra juncea,AU,def_endemic,def_endemic
Lomandra laxa,AU,def_endemic,def_endemic
Lomandra leucocephala,AU,def_endemic,def_endemic
Lomandra longifolia,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Lomandra marginata,AU,def_endemic,def_endemic
Lomandra maritima,AU,def_endemic,def_endemic
Lomandra micrantha,AU,def_endemic,def_endemic
Lomandra montana,AU,def_endemic,def_endemic
Lomandra mucronata,AU,def_endemic,def_endemic
Lomandra multiflora,AU_PG,probable non-endemic--PG dist,probable non-endemic
Lomandra nana,AU,def_endemic,def_endemic
Lomandra nigricans,AU,def_endemic,def_endemic
Lomandra nutans,AU,def_endemic,def_endemic
Lomandra obliqua,AU,def_endemic,def_endemic
Lomandra odora,AU,def_endemic,def_endemic
Lomandra ordii,AU,def_endemic,def_endemic
Lomandra patens,AU,def_endemic,def_endemic
Lomandra pauciflora,AU,def_endemic,def_endemic
Lomandra preissii,AU,def_endemic,def_endemic
Lomandra purpurea,AU,def_endemic,def_endemic
Lomandra rigida,AU,def_endemic,def_endemic
Lomandra rupestris,AU,def_endemic,def_endemic
Lomandra sericea,AU,def_endemic,def_endemic
Lomandra sonderi,AU,def_endemic,def_endemic
Lomandra sororia,AU,def_endemic,def_endemic
Lomandra spartea,AU,def_endemic,def_endemic
Lomandra spicata,AU,def_endemic,def_endemic
Lomandra suaveolens,AU,def_endemic,def_endemic
Lomandra teres,AU,def_endemic,def_endemic
Lomandra tropica,AU,def_endemic,def_endemic
Lomandra whicherensis,AU,def_endemic,def_endemic
Lomaria nuda,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Lomaridium contiguum,AU_NC,probable non-endemic--NC dist,probable non-endemic
Lomariopsis kingii,AU_ID_PG_PH,probable non-endemic--PG dist,probable non-endemic
Lomatia arborescens,AU,def_endemic,def_endemic
Lomatia fraseri,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Lomatia ilicifolia,AU,def_endemic,def_endemic
Lomatia milnerae,AU,def_endemic,def_endemic
Lomatia myricoides,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Lomatia polymorpha,AU,def_endemic,def_endemic
Lomatia silaifolia,AU,def_endemic,def_endemic
Lomatia tinctoria,AU,def_endemic,def_endemic
Lophatherum gracile,AU_CN_HK_ID_JP_KR_MY_PF_PG_PH_TH_TW_US_VN,probable non-endemic--PG dist,probable non-endemic
Lophopetalum arnhemicum,AU,def_endemic,def_endemic
Lophostemon confertus,AU_CN_HK_US_ZA,possible non-endemic--CN dist,probable non-endemic
Lophostemon grandiflorus,AU,def_endemic,def_endemic
Lophostemon lactifluus,AU,def_endemic,def_endemic
Lophostemon suaveolens,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Lordhowea amygdalifolia,AU,def_endemic,def_endemic
Lordhowea insularis,AU,def_endemic,def_endemic
Lordhowea pilosicrista,AU,def_endemic,def_endemic
Lordhowea velleioides,AU,def_endemic,def_endemic
Lotus australis,AU_JP_NC_TW,probable non-endemic--NC dist,probable non-endemic
Lotus cruentus,AU,def_endemic,def_endemic
Loxocarya albipes,AU,def_endemic,def_endemic
Loxocarya cinerea,AU,def_endemic,def_endemic
Loxocarya gigas,AU,def_endemic,def_endemic
